dex,name,animationTime/0,animationTime/1,animationTime/2,animationTime/3,animationTime/4,animationTime/5,animationTime/6,animationTime/7,height,modelHeight,kmBuddyDistance,weight,modelScale,id,maxCP,cinematicMoves/0/name,cinematicMoves/0/id,cinematicMoves/1/name,cinematicMoves/1/id,cinematicMoves/2/name,cinematicMoves/2/id,quickMoves/0/name,quickMoves/0/id,quickMoves/1/name,quickMoves/1/id,family/id,family/name,stats/baseAttack,stats/baseDefense,stats/baseStamina,types/0/id,types/0/name,types/1/id,types/1/name,encounter/attackProbability,encounter/attackTimer,encounter/baseFleeRate,encounter/baseCaptureRate,encounter/cameraDistance,encounter/collisionRadius,encounter/dodgeDistance,encounter/dodgeProbability,encounter/jumpTime,encounter/maxPokemonActionFrequency,encounter/minPokemonActionFrequency,encounter/movementType/name,encounter/movementType/id,encounter/gender/malePercent,encounter/gender/femalePercent,camera/cylinderRadius,camera/diskRadius,camera/shoulderModeScale,evolution/futureBranches/0/name,evolution/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/name,evolution/futureBranches/0/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/candyCost,buddySize/id,buddySize/name,evolution/pastBranch/name,evolution/pastBranch/id,evolution/costToEvolve/candyCost,evolution/pastBranch/pastBranch/name,evolution/pastBranch/pastBranch/id,evolution/pastBranch/costToEvolve/candyCost,camera/cylinderGround,encounter/movementType,evolution/futureBranches/0/futureBranches/1/name,evolution/futureBranches/0/futureBranches/1/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/1/name,evolution/futureBranches/1/id,evolution/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/costToEvolve/evolutionItem/name,cinematicMoves/3/name,cinematicMoves/3/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/name,evolution/futureBranches/2/name,evolution/futureBranches/2/id,evolution/futureBranches/2/costToEvolve/candyCost,evolution/futureBranches/3/name,evolution/futureBranches/3/id,evolution/futureBranches/3/costToEvolve/candyCost,evolution/futureBranches/4/name,evolution/futureBranches/4/id,evolution/futureBranches/4/costToEvolve/candyCost,rarity/id,rarity/name,cinematicMoves/4/name,cinematicMoves/4/id,cinematicMoves/5/name,cinematicMoves/5/id,cinematicMoves/6/name,cinematicMoves/6/id,cinematicMoves/7/name,cinematicMoves/7/id,evolution/costToEvolve/evolutionItem/id,evolution/costToEvolve/evolutionItem/name,evolution/futureBranches/1/futureBranches/0/name,evolution/futureBranches/1/futureBranches/0/id,evolution/futureBranches/1/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/kmBuddyDistance,evolution/costToEvolve/kmBuddyDistance
224,Octillery,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,0.92,1,28.5,1.04,OCTILLERY,2124,Gunk Shot,GUNK_SHOT,Water Pulse,WATER_PULSE,Aurora Beam,AURORA_BEAM,Water Gun Fast,WATER_GUN_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_REMORAID,Remoraid,197,141,150,POKEMON_TYPE_WATER,Water,,,0.1,20,0.07,0.15,4.5,0.4,1,0.15,1.3,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.75,0.555,0.5,,,,,,,,,Remoraid,REMORAID,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Delibird,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,0.9,5,16,1.1,DELIBIRD,937,Ice Punch,ICE_PUNCH,Icy Wind,ICY_WIND,Aerial Ace,AERIAL_ACE,Present Fast,PRESENT_FAST,,,FAMILY_DELIBIRD,Delibird,128,90,90,POKEMON_TYPE_ICE,Ice,POKEMON_TYPE_FLYING,Flying,0.1,20,0.2,0.2,3.74625,0.3,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.45,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Mantine,1.3333,0.6667,1.6667,2,0,2,3,3,2.11,2.1,5,220,0.73,MANTINE,2032,Water Pulse,WATER_PULSE,Ice Beam,ICE_BEAM,Aerial Ace,AERIAL_ACE,Bubble Fast,BUBBLE_FAST,Wing Attack Fast,WING_ATTACK_FAST,FAMILY_MANTINE,Mantine,148,260,130,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_FLYING,Flying,0.1,20,0.07,0.3,4.6,0.25,0.8,0.15,1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,0.34246576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Skarmory,1.3333,0.6667,1.6667,2,0,2,3,3,1.7,1.84,5,50.5,0.77,SKARMORY,2032,Brave Bird,BRAVE_BIRD,Sky Attack,SKY_ATTACK,Flash Cannon,FLASH_CANNON,Steel Wing Fast,STEEL_WING_FAST,Air Slash Fast,AIR_SLASH_FAST,FAMILY_SKARMORY,Skarmory,148,260,130,POKEMON_TYPE_STEEL,Steel,POKEMON_TYPE_FLYING,Flying,0.1,20,0.09,0.2,4.5,0.364,1,0.15,1.4,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_FLYING,Flying,,,,,,,0.64935064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Houndour,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,3,10.8,1.25,HOUNDOUR,1110,Crunch,CRUNCH,Flamethrower,FLAMETHROWER,Dark Pulse,DARK_PULSE,Feint Attack Fast,FEINT_ATTACK_FAST,Ember Fast,EMBER_FAST,FAMILY_HOUNDOUR,Houndour,152,93,90,POKEMON_TYPE_DARK,Dark,POKEMON_TYPE_FIRE,Fire,0.2,20,0.1,0.4,3,0.2,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.4,0.555,0.5,Houndoom,HOUNDOOM,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Houndoom,1.3333,0.6667,1.6667,2,0,2,3,3,1.4,1.25,3,35,0.91,HOUNDOOM,2529,Crunch,CRUNCH,Fire Blast,FIRE_BLAST,Foul Play,FOUL_PLAY,Snarl Fast,SNARL_FAST,Fire Fang Fast,FIRE_FANG_FAST,FAMILY_HOUNDOUR,Houndour,224,159,150,POKEMON_TYPE_DARK,Dark,POKEMON_TYPE_FIRE,Fire,0.2,20,0.06,0.15,4.5,0.4,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.8,0.555,0.5,,,,,,,,,Houndour,HOUNDOUR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Kingdra,1.3333,0.6667,1.6667,2,0,2,3,3,1.8,1.8,3,152,0.78,KINGDRA,2424,Hydro Pump,HYDRO_PUMP,Blizzard,BLIZZARD,Outrage,OUTRAGE,Waterfall Fast,WATERFALL_FAST,Dragon Breath Fast,DRAGON_BREATH_FAST,FAMILY_HORSEA,Horsea,194,194,150,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_DRAGON,Dragon,0.1,20,0.05,0.1,4.875,0.4,1,0.15,1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.85,0.555,0.5,,,,,,,BUDDY_BIG,Big,Seadra,SEADRA,100,Horsea,HORSEA,25,0.64102566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITEM_DRAGON_SCALE,Dragon Scale,,,,,
231,Phanpy,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.5,3,33.5,1.35,PHANPY,1175,Bulldoze,BULLDOZE,Rock Slide,ROCK_SLIDE,Body Slam,BODY_SLAM,Tackle Fast,TACKLE_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_PHANPY,Phanpy,107,107,180,POKEMON_TYPE_GROUND,Ground,,,0.1,20,0.2,0.5,3.75,0.25,1,0.15,0.9,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.4,0.555,0.5,Donphan,DONPHAN,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Donphan,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,1.02,3,120,0.99,DONPHAN,3022,Earthquake,EARTHQUAKE,Heavy Slam,HEAVY_SLAM,Play Rough,PLAY_ROUGH,Tackle Fast,TACKLE_FAST,Counter Fast,COUNTER_FAST,FAMILY_PHANPY,Phanpy,214,214,180,POKEMON_TYPE_GROUND,Ground,,,0.1,20,0.07,0.125,5.4,0.45,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Phanpy,PHANPY,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Porygon2,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.61,3,32.5,1.24,PORYGON2,2546,Solar Beam,SOLAR_BEAM,Hyper Beam,HYPER_BEAM,Zap Cannon,ZAP_CANNON,Hidden Power Fast,HIDDEN_POWER_FAST,Charge Beam Fast,CHARGE_BEAM_FAST,FAMILY_PORYGON,Porygon,198,183,170,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.05,0.05,3.75,0.25,0.7,0.15,1.4,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,,,0.5,0.555,0.5,,,,,,,,,Porygon,PORYGON,50,,,,0.32258064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITEM_UP_GRADE,Up Grade,,,,,
234,Stantler,1.3333,0.6667,1.6667,2,0,2,3,3,1.4,1.4,3,71.2,0.87,STANTLER,1988,Stomp,STOMP,Wild Charge,WILD_CHARGE,Megahorn,MEGAHORN,Tackle Fast,TACKLE_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_STANTLER,Stantler,192,132,146,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.08,0.3,3.65,0.3,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.6,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Smeargle,1.3333,0.6667,1.6667,2,0,2,3,3,1.19,1.2,3,58,0.92,SMEARGLE,389,Struggle,STRUGGLE,,,,,Tackle Fast,TACKLE_FAST,,,FAMILY_SMEARGLE,Smeargle,40,88,110,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.07,0.25,4.05,0.37,1,0.15,0.9,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.6,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Tyrogue,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.7,5,21,1.17,TYROGUE,404,Brick Break,BRICK_BREAK,Rock Slide,ROCK_SLIDE,Low Sweep,LOW_SWEEP,Rock Smash Fast,ROCK_SMASH_FAST,Tackle Fast,TACKLE_FAST,FAMILY_TYROGUE,Tyrogue,64,64,70,POKEMON_TYPE_FIGHTING,Fighting,,,0.1,20,0.2,,2.9,0.2,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,1,0,0.33,0.555,0.5,Hitmonlee,HITMONLEE,,,,25,,,,,,,,,,,,,,,,Hitmonchan,HITMONCHAN,25,,,,,,,,,Hitmontop,HITMONTOP,25,,,,,,,,,,,,,,,,,,,,,,,
237,Hitmontop,1.3333,0.6667,1.6667,2,0,2,3,3,1.4,1.3,5,48,0.89,HITMONTOP,1905,Close Combat,CLOSE_COMBAT,Gyro Ball,GYRO_BALL,Stone Edge,STONE_EDGE,Rock Smash Fast,ROCK_SMASH_FAST,Counter Fast,COUNTER_FAST,FAMILY_TYROGUE,Tyrogue,173,214,100,POKEMON_TYPE_FIGHTING,Fighting,,,0.1,20,0.05,0.1,4.5,0.5,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,1,0,0.8,0.555,0.5,,,,,,,,,Tyrogue,TYROGUE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Smoochum,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.48,5,6,1.37,SMOOCHUM,1230,Ice Beam,ICE_BEAM,Ice Punch,ICE_PUNCH,Psyshock,PSYSHOCK,Powder Snow Fast,POWDER_SNOW_FAST,Pound Fast,POUND_FAST,FAMILY_JYNX,Jynx,153,116,90,POKEMON_TYPE_ICE,Ice,POKEMON_TYPE_PSYCHIC,Psychic,0.1,20,0.2,,3,0.2,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0,1,0.25,0.555,0.5,Jynx,JYNX,,,,25,BUDDY_BABY,Baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Elekid,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,5,23.5,1.25,ELEKID,1073,Thunder Punch,THUNDER_PUNCH,Brick Break,BRICK_BREAK,Discharge,DISCHARGE,Thunder Shock Fast,THUNDER_SHOCK_FAST,Low Kick Fast,LOW_KICK_FAST,FAMILY_ELECTABUZZ,Electabuzz,135,110,90,POKEMON_TYPE_ELECTRIC,Electric,,,0.1,20,0.2,,3.375,0.3,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.75,0.25,0.45,0.555,0.5,Electabuzz,ELECTABUZZ,,,,25,BUDDY_BABY,Baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Magby,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.7,5,21.4,1.17,MAGBY,1178,Brick Break,BRICK_BREAK,Fire Punch,FIRE_PUNCH,Flame Burst,FLAME_BURST,Ember Fast,EMBER_FAST,Karate Chop Fast,KARATE_CHOP_FAST,FAMILY_MAGMAR,Magmar,151,108,90,POKEMON_TYPE_FIRE,Fire,,,0.1,20,0.2,,3.22875,0.3,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.75,0.25,0.4,0.555,0.5,Magmar,MAGMAR,,,,25,BUDDY_BABY,Baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Miltank,1.3333,0.6667,1.6667,2,0,2,3,3,1.19,1.2,5,75.5,0.92,MILTANK,2312,Stomp,STOMP,Body Slam,BODY_SLAM,Gyro Ball,GYRO_BALL,Tackle Fast,TACKLE_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_MILTANK,Miltank,157,211,190,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.08,0.2,4.05,0.45,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0,1,0.7,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Blissey,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.5,5,46.8,0.84,BLISSEY,3219,Psychic,PSYCHIC,Hyper Beam,HYPER_BEAM,Dazzling Gleam,DAZZLING_GLEAM,Pound Fast,POUND_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_CHANSEY,Chansey,129,229,510,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.05,0.05,5.25,0.7,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0,1,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Chansey,CHANSEY,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Raikou,1.3333,0.6667,1.6667,2,0,2,3,3,1.91,1.8,20,178,0.78,RAIKOU,3349,Thunder,THUNDER,Thunderbolt,THUNDERBOLT,Wild Charge,WILD_CHARGE,Thunder Shock Fast,THUNDER_SHOCK_FAST,Volt Switch Fast,VOLT_SWITCH_FAST,FAMILY_RAIKOU,Raikou,241,210,180,POKEMON_TYPE_ELECTRIC,Electric,,,0.1,20,0.04,0.02,5.25,0.55,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,,,1.2,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
244,Entei,1.3333,0.6667,1.6667,2,0,2,3,3,2.11,2.1,20,198,0.73,ENTEI,3377,Flamethrower,FLAMETHROWER,Fire Blast,FIRE_BLAST,Overheat,OVERHEAT,Fire Spin Fast,FIRE_SPIN_FAST,Fire Fang Fast,FIRE_FANG_FAST,FAMILY_ENTEI,Entei,235,176,230,POKEMON_TYPE_FIRE,Fire,,,0.1,20,0.04,0.02,5.25,0.55,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,,,1.25,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
245,Suicune,1.3333,0.6667,1.6667,2,0,2,3,3,2.01,2.1,20,187,0.73,SUICUNE,2823,Hydro Pump,HYDRO_PUMP,Bubble Beam,BUBBLE_BEAM,Water Pulse,WATER_PULSE,Extrasensory Fast,EXTRASENSORY_FAST,Snarl Fast,SNARL_FAST,FAMILY_SUICUNE,Suicune,180,235,200,POKEMON_TYPE_WATER,Water,,,0.1,20,0.04,0.02,5.25,0.65,1,0.15,1.9,1.6,0.2,Movement Jump,MOVEMENT_JUMP,,,1.25,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
246,Larvitar,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.61,5,72,1.24,LARVITAR,904,Stomp,STOMP,Crunch,CRUNCH,Ancient Power,ANCIENT_POWER,Bite Fast,BITE_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_LARVITAR,Larvitar,115,93,100,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_GROUND,Ground,0.3,20,0.1,0.4,2.9,0.2,1,0.15,0.9,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.35,0.555,0.5,Pupitar,PUPITAR,Tyranitar,TYRANITAR,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Pupitar,1.3333,0.6667,1.6667,2,0,2,3,3,1.19,1.2,5,152,0.92,PUPITAR,1608,Dig,DIG,Crunch,CRUNCH,Ancient Power,ANCIENT_POWER,Bite Fast,BITE_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_LARVITAR,Larvitar,155,133,140,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_GROUND,Ground,0.3,20,0.07,0.1,3.7,0.6,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.555,0.5,Tyranitar,TYRANITAR,,,,100,,,Larvitar,LARVITAR,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Tyranitar,1.3333,0.6667,1.6667,2,0,2,3,3,2.01,2,5,202,0.74,TYRANITAR,3670,Fire Blast,FIRE_BLAST,Crunch,CRUNCH,Stone Edge,STONE_EDGE,Bite Fast,BITE_FAST,Iron Tail Fast,IRON_TAIL_FAST,FAMILY_LARVITAR,Larvitar,251,212,200,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_DARK,Dark,0.3,20,0.04,0.05,4.3,0.65,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Pupitar,PUPITAR,100,Larvitar,LARVITAR,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Lugia,1.3333,0.6667,1.6667,2,0,2,3,3,5.21,4.85,20,216,0.42,LUGIA,3598,Sky Attack,SKY_ATTACK,Hydro Pump,HYDRO_PUMP,Futuresight,FUTURESIGHT,Extrasensory Fast,EXTRASENSORY_FAST,Dragon Tail Fast,DRAGON_TAIL_FAST,FAMILY_LUGIA,Lugia,193,323,212,POKEMON_TYPE_PSYCHIC,Psychic,POKEMON_TYPE_FLYING,Flying,0.1,20,0.04,0.02,5,1.6,1,0.15,1.2,1.6,0.2,Movement Flying,MOVEMENT_FLYING,,,3,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,0.23809524,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
250,Ho Oh,1.3333,0.6667,1.6667,2,0,2,3,3,3.81,5.26,20,199,0.53,HO_OH,3889,Brave Bird,BRAVE_BIRD,Fire Blast,FIRE_BLAST,Solar Beam,SOLAR_BEAM,Extrasensory Fast,EXTRASENSORY_FAST,Steel Wing Fast,STEEL_WING_FAST,FAMILY_HO_OH,Ho Oh,239,274,193,POKEMON_TYPE_FIRE,Fire,POKEMON_TYPE_FLYING,Flying,0.1,20,0.04,0.02,4.5,1.2,1,0.15,1.1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,,,4,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,0.18867925,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_LEGENDARY,Legendary,,,,,,,,,,,,,,,
251,Celebi,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.65,5,5,1.2,CELEBI,3090,Hyper Beam,HYPER_BEAM,Psychic,PSYCHIC,Dazzling Gleam,DAZZLING_GLEAM,Confusion Fast,CONFUSION_FAST,Charge Beam Fast,CHARGE_BEAM_FAST,FAMILY_CELEBI,Celebi,210,210,200,POKEMON_TYPE_PSYCHIC,Psychic,POKEMON_TYPE_GRASS,Grass,0.1,20,0.04,,3.12,0.25,1,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,,,0.4,0.555,0.5,,,,,,,,,,,,,,,0.41666666,,,,,,,,,,,,,,,,,,,,,,,,,,,POKEMON_RARITY_MYTHIC,Mythic,,,,,,,,,,,,,,,
252,Treecko,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.5,3,5,1.35,TREECKO,923,Energy Ball,ENERGY_BALL,Aerial Ace,AERIAL_ACE,Grass Knot,GRASS_KNOT,Pound Fast,POUND_FAST,Bullet Seed Fast,BULLET_SEED_FAST,FAMILY_TREECKO,Treecko,124,104,80,POKEMON_TYPE_GRASS,Grass,,,0.1,20,0.1,0.2,3,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.3,0.555,0.5,Grovyle,GROVYLE,Sceptile,SCEPTILE,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Grovyle,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,0.82,3,21.6,1.09,GROVYLE,1508,Leaf Blade,LEAF_BLADE,Aerial Ace,AERIAL_ACE,Grass Knot,GRASS_KNOT,Quick Attack Fast,QUICK_ATTACK_FAST,Bullet Seed Fast,BULLET_SEED_FAST,FAMILY_TREECKO,Treecko,172,130,100,POKEMON_TYPE_GRASS,Grass,,,0.1,20,0.07,0.1,4,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.7,0.555,0.5,Sceptile,SCEPTILE,,,,100,,,Treecko,TREECKO,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Sceptile,1.3333,0.6667,1.6667,2,0,2,3,3,1.7,1.7,3,52.2,0.8,SCEPTILE,2584,Leaf Blade,LEAF_BLADE,Aerial Ace,AERIAL_ACE,Earthquake,EARTHQUAKE,Fury Cutter Fast,FURY_CUTTER_FAST,Bullet Seed Fast,BULLET_SEED_FAST,FAMILY_TREECKO,Treecko,223,180,140,POKEMON_TYPE_GRASS,Grass,,,0.2,20,0.05,0.05,5,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Grovyle,GROVYLE,100,Treecko,TREECKO,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Torchic,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.4,3,2.5,1.48,TORCHIC,959,Flame Charge,FLAME_CHARGE,Flamethrower,FLAMETHROWER,Rock Tomb,ROCK_TOMB,Scratch Fast,SCRATCH_FAST,Ember Fast,EMBER_FAST,FAMILY_TORCHIC,Torchic,130,92,90,POKEMON_TYPE_FIRE,Fire,,,0.1,20,0.1,0.2,3,0.2,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.5,0.555,0.5,Combusken,COMBUSKEN,Blaziken,BLAZIKEN,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Combusken,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,0.94,3,19.5,1.03,COMBUSKEN,1472,Flame Charge,FLAME_CHARGE,Flamethrower,FLAMETHROWER,Rock Slide,ROCK_SLIDE,Peck Fast,PECK_FAST,Ember Fast,EMBER_FAST,FAMILY_TORCHIC,Torchic,163,115,120,POKEMON_TYPE_FIRE,Fire,POKEMON_TYPE_FIGHTING,Fighting,0.1,20,0.07,0.1,4,0.2,1,0.15,1.3,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.7,0.555,0.5,Blaziken,BLAZIKEN,,,,100,BUDDY_BIG,Big,Torchic,TORCHIC,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Blaziken,1.3333,0.6667,1.6667,2,0,2,3,3,1.91,1.76,3,52,0.78,BLAZIKEN,2631,Focus Blast,FOCUS_BLAST,Overheat,OVERHEAT,Brave Bird,BRAVE_BIRD,Counter Fast,COUNTER_FAST,Fire Spin Fast,FIRE_SPIN_FAST,FAMILY_TORCHIC,Torchic,240,141,160,POKEMON_TYPE_FIRE,Fire,POKEMON_TYPE_FIGHTING,Fighting,0.2,20,0.05,0.05,5.5,0.7,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Combusken,COMBUSKEN,100,Torchic,TORCHIC,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
